Die Butzbacher Amtsdörfer und der Weinanbau im 16. Jahrhundert ein Beitrag:	<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/ZC%2058014> <https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/NZ%2061000>
Wissenschaftliche Kataloge:	<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/LH%2032800> <https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/AK%2087814> <https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/LH%2029924>
Ist der Zug schon abgefahren? Tips und Hinweise zum beruflichen Wiedereinstieg:	<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/DW%201016> <https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/MS%203000>
Geotour des KGV geolog. Wanderung rund um d. Wasserscheide Schwalm-Fulda vom Eisenberg zum Raeuberswald:	<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/RD%2050129> <https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/TP%205066>
Bonifatiuspark in Frankfurt am Main Als einer von vier Parks im entstehenden Frankfurter Stadtteil Kalbach-Riedberg ist der Bonifatiuspark wichtiges Rückgrat des neuen Quartiers:	<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/ZC%2053214>
Struktur und Entwicklung der Viehhaltung [in Hessen]:	<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/ZD%2011014>
Sankt Georgen Philosophisch-Theologische Hochschule und Theologische Fakultaet SJ, Frankfurt am Main:	<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/AL%2028500> <https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/AL%2050146> <https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/PY%20660>
Johann Christian Senckenbergs Tagebücher als historische Quelle:	<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/QX%20740> <https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/LC%2056055>
Die evangelischen Pfarrer, Kapläne und Lehrer der Stadt Biedenkopf in der Reformationszeit:	<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/BB%201490> <https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/DN%202400>
Originelle Geschichten, Sagen, Schwänke, Neckereien, Anekdoten und humorvolle Gedichte aus dem Siegerland mit e. Blick über d. Grenzzaun:	<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/LC%2078055>
[Volkskundler], Schulmeister, Dichter und Demokrat d. Erbe Otto Stueckraths wirkt bis zum heutigen Tage fort; vor 100 Jahren geboren:	<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/LB%2024055>
Taunus-Sagen:	<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/LC%2082055>
Ergänzender Neubau in bestehenden Wohnsiedlungen:	<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/ZH%209014> <https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/RD%2050624> <https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/ZH%209360>
Meyer, Arthur Pharmakognost, Bakteriologe, * 17.3.1850 Langensalza (Thüringen), + 26.8.1922 Marburg (ev.):	<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/AL%2031600> <https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/AL%2050146> <https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/NZ%2067100>
Wo Koenigsteins Kinder lesen und schreiben lernten:	<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/DK%201056>
Der Kräutergarten des Arztes, Imkers und Botanikers Dr. Friedrich Alefeld in Ober-Ramstadt:	<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/NZ%2067100> <https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/ZC%2053214>
Pollenanalytische Untersuchungen im Taunus:	<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/NZ%2060290>
Das Land Hessen Geschichte - Gesellschaft - Politik:	<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/NR%203800> <https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/NZ%2060300> <https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/MG%2021030>
Landtag in Treysa Anno 1757:	<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/NZ%2061010>
Zur Konferenz &quot;Hannah Arendt und die Frankfurter Schule&quot;:	<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/AL%2050146>
Karl Brauns &quot;Gedanken ueber den Prozess Weidig&quot;:	<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/NZ%2060300> <https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/NZ%2061260>
Ökosystemforschung: Der Rhein und seine Auen eine Bilanz:	<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/AR%2022160> <https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/RD%2010357> <https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/WI%204820> <https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/WK%206600> <https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/WK%206630> <https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/RD%2050357> <https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/WI%207450> <https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/WK%206500> <https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/WK%206900>
Kunst gegen Startbahn West Arbeiten von Betroffenen:	<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/LK%2095220> <https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/QR%20840> <https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/ZO%207000> <https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/LK%2011140> <https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/EC%205410>
Das Judenthum und seine Bekenner in Preußen und in den anderen deutschen Bundesstaaten:	<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/NY%204620> <https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/PW%208290> <https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/PW%205500> <https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/NY%205500> <https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/NZ%2062200>
Kassel ganz barock Fridericianum: Groß gedacht! Groß gemacht? - Landgraf Carl in Hessen und Europa:	<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/LH%2039930> <https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/NZ%2061010> <https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/NZ%2067100>
Offenbachs neuer Stadtraum Berliner Straße: von d. &quot;Stadtautobahn&quot; zur Stadtstraße:	<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/ZH%209014>
Alte Haustüren. Ein Bildber. Fotos: K. Böcher.:	<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/LH%2060330> <https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/ZD%2053014>
Darmstaedter Kunst 1880-1930 - Von der Spaetromantik zur Neuen Sachlichkeit zur Ausstellung:	<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/LK%2011140>
Von Gottes Gnaden Wilhelm Henrich, Fürst zu Nassau, Graf zu Saarbrücken und Saarwerden, Herr zu Lahr, Wießbaden und Idstein [et]c. Ihro Königlichen Majestät in Franckreich bestellter General-Lieutenant und Obrister des Regiments leichter Reuterey, Royal-Nassau, Groß-Creutz des Königlich Französischen Ordens der Kriegs-Verdienste, wie auch des Königlichen Pohlnischen Weisen Adler Ordens Ritter [et]c. [et]c. Nachdem Wir bishero öffters mißfällig wahrgenommen, daß mit dem Taback, Saltz und Brandewein ein ohnerlaubter Handel getrieben, und dadurch Unsern bishero ergangenen Verordnungen schnurstracks entgegen gelebet wird: Al verordnen Wir hierdurch von neuem, daß ... Geben Saarbrücken den 1ten November 1762:	<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/PW%202732>
Festschrift für die Bessunger Tage 2020:	<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/LB%2062055>
Konrad Quillmann, Keramik und junge Dokumente Keramiken von Ortrun Dammann ... ; Dt. Goldschmiedehaus, Hanau vom 7. Januar - 11. Februar 1967:	<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/LK%2092480> <https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/LK%2093140>
Der Nassauische Zentralstudienfonds Entstehung und Entwicklung einer Bildungsstiftung:	<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/AL%2046000> <https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/AL%2047300> <https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/NR%203795> <https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/NR%203950> <https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/NZ%2061350>
973 bis 1973 Schiersteiner Wein seit tausend Jahren:	<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/ZC%2058414>
Am Grabe der Freifrau Anna Maria von Oer eine Malerin aus alter westfäl. Adelsfamilie ; ihre Beziehungen zu Fulda:	<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/LK%2010680> <https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/LK%2084280>
Assimilation und Identität Probleme des jüdischen Schul- und Erziehungswesens in Hessen-Kassel im Zeitalter der Emanzipation:	<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/DK%201100> <https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/NY%204620> <https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/NZ%2061300>
Chronik des Marburger Universitätsbundes 1920 - 1995:	<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/AL%2028500> <https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/AL%2050146>
Das Luther-Denkmal in Worms:	<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/LK%2010680> <https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/LK%2082280>
Lakai bei Landgraf Ludwig IX. von Hessen-Darmstadt: Der &quot;Leib-Mohr&quot; Ludwig Carl Prenzlau (um 1738-1785) und sein Umfeld:	<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/NZ%2067100> <https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/NZ%2061020>
Schanzendienst auf Greifenstein die Menschen d. heim. Landes haben einst Burg u. Bollwerk erbaut:	<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/NR%204270>
Die Siedlungen des Neuen Bauens Elemente u. ihre Massstaeblichkeit bei d. Vermittlung von Innen nach Aussen; (Bsp. Frankfurter Siedlungen von Ernst May, Siedlung Dammerstock, Walter Gropius):	<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/ZH%209014>
Kiedrich - ein Stein lag im Weg!:	<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/NZ%2060060>
Zum Tode von Professor Dr. Hans Wolfgang Kohlschuetter:	<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/AL%2031600> <https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/AL%2050146>
Walden oder der Stadtwald Wiesbaden:	<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/QT%20400> <https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/ZC%2073014>
&quot;Hokuspokus um Hippokrates&quot; Medizinhistoriker Benedum gab Abschiedsvorlesung:	<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/AL%2031600> <https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/AL%2050146>
Die Geschichte Hessens:	<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/NQ%206930> <https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/NR%203800> <https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/NZ%2060300>
Landgraf Philipp der Grossmuetige und das Katzenelnbogener Erbe Voraussetzungen d. hess. Reichspolitik (1500-1547):	<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/NZ%2060300> <https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/NZ%2061000>
A life for the revolution Ludwig Bogen: Michelstadt 1809 - New Ulm 1886 : biography &amp; play = Ein Leben für die Revolution : Ludwig Bogen: Biografie u. Theaterstück : in Deutsch und Englisch:	<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/NZ%2061270>
Ratsprotokolle aus dem alten Windecken geben Aufschluss ueber damalige Lebensgewohnheiten:	<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/PN%20365>
Die Rolle der Landgrafschaft Hessen in der deutschen Geschichte Vortrag zum 110. Geburtstag des Oberhessischen Geschichtsvereins Giessen e.V. am 15. Juni 1988 im Alten Schloß in Gießen:	<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/NZ%2061000>
Nostalgie-Loks stehen ungeschützt im Freien zu wenig Platz für die historischen Schätzchen: Das Feldbahnmuseum braucht eine größere Unterkunft:	<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/AK%2087814> <https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/QR%20820> <https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/ZO%205914>
Max Horkheimer and the foundations of the Frankfurt School:	<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/CI%202913> <https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/MR%205350> <https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/AL%2031600> <https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/AL%2050146> <https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/AL%2028500>
Repertorien des Hessischen Staatsarchivs Marburg:	<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/ND%201550> <https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/ZH%209014> <https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/NZ%2060000>
Eine Apologie des reformatorischen Handels Philipps des Großmütigen durch seinen Kammersekretär Heinrich Lersner im Jahre 1529 Gerhard Müller zum 90. Geburtstag am 10. Mai 2019:	<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/NZ%2061010>
Fachwerkhäuser erzählen Geschichten von Hausinschriften im Siegerland ; eine Dokumentation:	<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/LC%2073055>
Hochschule im Neoliberalismus Kritik der Lehre und des Studiums aus Sicht Frankfurter Studierender und Lehrender:	<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/AL%2018000> <https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/DM%202000> <https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/MS%207400> <https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/AL%2028500> <https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/AL%2050146>
Philipp und Liesbeth Keim aus Diedenbergen. Vortrag, geh. 1973.:	<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/LC%2088055> <https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/LC%2087055>
50 Jahre Abitur Bilder aus der Geschichte des Gymnasiums Gernsheim:	<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/DK%201056>
Weißes Gold in neuem Glanz Erbach ; im Deutschen Elfenbeinmuseum gilt jetzt das Motto &quot;Sehen aus anderen Blickwinkeln&quot; ; Neukonzeption hat der Überfütterung der Augen ein Ende gemacht:	<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/LK%2092420> <https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/LK%2093140>
